host_acceptance_rate,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_90,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,facebook,reviews,selfie,government_id, Washer, Stove, Fire extinguisher, Dryer, Shampoo, Paid parking off premises, Dishes and silverware, First aid kit, Hot water, Shower gel, Free street parking, Air conditioning, Heating, Toaster, Host greets you, Luggage dropoff allowed, Smoke alarm, Pocket wifi, Dedicated workspace, Drying rack for clothing, Freezer, Room-darkening shades, Microwave, Iron, Wine glasses, Coffee maker, Bed linens, Hangers, Wifi, Essentials, Dining table, Ethernet connection, Lock on bedroom door, Cleaning products, Cooking basics, Cable TV, Bathtub, Refrigerator, Elevator, Paid parking on premises, Breakfast, Oven, Carbon monoxide alarm, Long term stays allowed, Hair dryer, Kitchen
0.72,1,true,true,Hispanoamérica,Chamartín,40.45724,-3.67688,Private room in rental unit,Private room,2,1,1,1,59,1,1125,10,59,81,3,4.88,4.91,4.82,4.8,4.89,4.78,4.85,false,1,0.57,false,true,false,true,true,false,false,false,true,false,true,false,true,false,false,true,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true
0,2,true,true,Cármenes,Latina,40.40381,-3.7413,Private room in rental unit,Private room,1,1,1,1,31,4,40,0,1,33,0,4.58,4.72,4.56,4.75,4.82,4.21,4.67,false,2,0.38,false,true,false,true,true,false,true,false,true,false,true,true,true,false,false,true,true,false,false,false,false,true,true,false,false,false,true,true,false,true,true,true,true,true,false,false,true,false,true,false,false,true,true,false,false,true,false,true,true,true
0.65,1,true,true,Legazpi,Arganzuela,40.38975,-3.69018,Private room in residential home,Private room,1,1,1,1,29,2,1125,11,69,154,5,4.68,4.81,4.92,4.79,4.71,4.71,4.72,false,1,1.09,false,true,false,true,false,false,false,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,false
0.98,12,true,true,Justicia,Centro,40.41969,-3.69736,Entire rental unit,Entire home/apt,4,1,1,2,83,2,500,9,69,120,2,4.61,4.72,4.68,4.55,4.86,4.95,4.68,true,9,0.87,false,true,false,true,true,false,false,false,true,true,true,false,true,true,false,true,true,false,false,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false,true,true,true
0.57,1,true,true,Goya,Salamanca,40.42792,-3.67682,Entire condominium (condo),Entire home/apt,3,2,2,2,82,10,999,0,7,55,0,4.83,4.88,4.86,4.86,4.82,4.9,4.78,false,2,0.41,false,true,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,true,true,true
1,2,true,true,Justicia,Centro,40.41884,-3.69655,Private room in rental unit,Private room,3,1.5,1,2,52,1,90,15,75,113,34,4.6,4.83,4.4,4.8,4.88,4.96,4.5,true,2,2.59,true,true,true,true,true,false,false,true,true,false,true,true,true,false,false,false,true,false,false,false,false,true,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true
1,3,true,true,Universidad,Centro,40.42381,-3.71038,Entire rental unit,Entire home/apt,2,1,1,1,52,30,1125,0,3,52,11,4.7,4.72,4.78,4.86,4.88,4.94,4.46,false,1,0.4,false,true,true,true,false,true,false,false,true,true,true,false,true,true,false,true,true,false,true,false,true,false,true,true,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true
1,6,true,true,Universidad,Centro,40.42252,-3.7025,Entire rental unit,Entire home/apt,4,1,1,2,70,30,365,0,58,20,1,4.47,4.68,4.6,4.58,4.63,4.68,4.42,true,5,0.16,false,true,false,true,false,true,false,false,false,true,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,true,true,false,true,false,true,false,true,true,true
1,6,true,true,Universidad,Centro,40.42252,-3.7025,Entire rental unit,Entire home/apt,4,1,1,3,54,28,360,12,72,22,2,4.19,4.55,4.41,4.76,4.59,4.81,4,true,5,0.17,false,true,false,true,false,true,false,false,false,true,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,true,true
1,6,true,true,Palacio,Centro,40.42191,-3.71038,Entire rental unit,Entire home/apt,3,1,2,2,65,28,360,6,27,7,0,4,4.14,4.14,4.29,4.14,4.43,4.43,true,5,0.09,false,true,false,true,false,true,false,false,false,true,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,true,false,false,false,true,true,true
0.8,1,true,true,Embajadores,Centro,40.40866,-3.70374,Entire rental unit,Entire home/apt,2,1,1,1,80,2,100,11,22,187,2,4.68,4.78,4.87,4.82,4.85,4.44,4.69,false,1,1.45,true,true,true,true,true,true,false,false,true,false,true,false,true,false,false,true,true,false,true,false,false,true,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,false,false,true,false,true
0.5,1,true,true,Justicia,Centro,40.42491,-3.69552,Private room in rental unit,Private room,2,1.5,1,1,55,2,365,0,60,93,1,4.97,4.93,4.96,4.98,5,4.98,4.84,false,1,0.73,true,true,true,true,false,true,false,false,true,false,true,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,true,false,true,false,true
1,3,true,true,Universidad,Centro,40.42378,-3.70248,Private room in rental unit,Private room,3,2,1,2,29,1,1125,6,55,660,17,4.47,4.51,4.52,4.68,4.68,4.82,4.56,true,2,5.12,true,true,true,true,true,false,false,false,true,true,true,true,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,false,false,true,true,true,true,true,false,false,false,false,true,false,false,false,true,false,true,false,false,true,true,false
1,1,true,true,Justicia,Centro,40.42318,-3.69748,Entire rental unit,Entire home/apt,4,1,2,2,195,3,365,14,74,25,2,4.71,4.79,4.67,4.88,4.96,4.92,4.46,false,1,0.2,false,true,false,true,true,true,false,false,true,false,true,false,true,false,false,true,true,false,false,false,false,true,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
0.99,5,true,true,Palacio,Centro,40.41143,-3.70912,Private room in rental unit,Private room,2,1,1,2,25,1,365,10,39,215,21,4.75,4.85,4.82,4.9,4.88,4.97,4.75,true,5,1.71,false,true,false,true,false,true,true,false,true,true,true,false,true,false,false,false,true,false,true,false,false,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true,false,true,false,true,true,true
0.97,1,true,true,Cortes,Centro,40.4141,-3.70289,Entire rental unit,Entire home/apt,7,2.5,2,2,163,1,1125,4,64,104,17,4.59,4.68,4.6,4.91,4.93,4.95,4.58,false,1,0.93,false,true,false,true,false,true,false,true,true,true,true,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
0.67,1,true,true,Embajadores,Centro,40.41012,-3.69709,Private room in rental unit,Private room,1,1,1,1,30,3,730,0,8,108,5,4.87,4.92,4.83,4.9,4.94,5,4.92,false,1,1.96,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
1,1,true,true,Los Angeles,Villaverde,40.35760769,-3.697229921,Private room in rental unit,Private room,1,1,1,1,21,1,365,7,67,77,5,4.93,4.96,4.95,4.97,4.97,4.68,4.91,true,1,0.61,false,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,true,false,false,true,true,true
0.89,10,true,true,Embajadores,Centro,40.40639,-3.70048,Entire rental unit,Entire home/apt,2,1,1,1,92,3,1125,0,56,24,0,4.96,4.96,5,4.7,4.83,4.83,4.87,false,9,0.35,false,true,false,true,false,true,true,false,true,true,true,false,true,false,false,false,true,false,true,true,true,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,true,false,true,true,true,true,true
0.75,1,true,false,Pinar del Rey,Hortaleza,40.4779,-3.64596,Private room in rental unit,Private room,1,1,1,2,50,3,1125,29,89,7,1,4.86,4.71,5,4.29,4.71,5,5,false,1,0.23,false,false,false,false,false,false,true,false,false,false,true,false,true,true,true,false,false,true,true,true,true,false,false,false,false,true,true,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false
0.74,1,true,false,Piovera,Hortaleza,40.45575,-3.64912,Other,Private room,2,1,1,1,62,1,1125,0,0,28,5,4.88,4.92,4.96,4.96,4.92,4.88,4.92,false,2,0.24,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false
0.5,3,true,false,Universidad,Centro,40.42386,-3.70489,Entire rental unit,Entire home/apt,4,1,2,4,91,25,30,16,45,190,0,4.48,4.58,4.29,4.84,4.77,4.89,4.59,false,2,1.54,false,true,false,false,true,true,false,false,true,false,true,false,true,false,false,true,true,false,true,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,false,true,false,true,true,true
0.99,4,true,true,Palacio,Centro,40.412350000000004,-3.70967,Entire rental unit,Entire home/apt,3,1,1,1,80,3,1125,3,33,308,25,4.73,4.73,4.79,4.8,4.86,4.87,4.62,true,2,2.46,false,true,false,true,true,false,false,false,false,true,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true
0,1,true,true,Embajadores,Centro,40.41319,-3.7024,Private room in rental unit,Private room,2,1,1,1,74,3,30,2,4,149,0,4.87,4.85,4.9,4.99,4.99,4.99,4.8,false,1,1.19,true,true,false,true,false,false,true,false,true,false,true,false,false,false,false,false,true,false,true,true,true,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false,false,true,false,false,true,true,false
0.6,1,true,true,Embajadores,Centro,40.41126,-3.70347,Private room in rental unit,Private room,1,1,1,1,30,7,365,0,0,38,1,4.92,4.92,4.84,4.97,4.97,4.92,4.89,false,1,0.31,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
0.86,13,true,true,Sol,Centro,40.41538,-3.70741,Entire rental unit,Entire home/apt,8,1,2,6,211,3,300,22,82,225,19,4.83,4.82,4.76,4.88,4.87,4.96,4.73,false,3,1.84,false,true,false,true,false,true,true,false,false,false,true,false,true,true,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,true,true,false,true,true,false,false,false,true,false,true,true,true
1,3,true,true,Universidad,Centro,40.42377,-3.70241,Private room in rental unit,Private room,3,2,3,2,24,1,365,17,77,201,16,4.38,4.55,4.44,4.65,4.63,4.84,4.4,true,2,1.63,true,true,true,true,false,false,true,false,true,false,true,true,true,true,false,false,true,false,true,false,false,false,true,true,false,true,true,false,true,true,true,true,true,true,false,false,true,true,true,false,true,false,true,true,true,false,false,true,true,false
0.86,13,true,true,Sol,Centro,40.41428,-3.70767,Entire rental unit,Entire home/apt,10,1,3,8,170,3,300,8,68,146,0,4.57,4.59,4.69,4.82,4.8,4.97,4.49,false,3,1.23,false,true,false,true,false,true,false,false,false,false,true,false,true,false,false,true,true,false,true,false,false,false,false,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
0.5,1,true,true,Embajadores,Centro,40.40743,-3.70114,Entire rental unit,Entire home/apt,4,1,1,1,91,7,365,9,47,36,0,4.48,4.79,4.18,4.94,4.88,4.48,4.58,false,1,0.3,false,true,false,true,true,false,false,false,true,true,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,true,true,true,false,true,true,true,true,true,false,true,false,false,true,false,true,true,false,false,false,true,false,true,true,true
1,4,true,true,Valdefuentes,Hortaleza,40.47189,-3.62966,Entire loft,Entire home/apt,5,1.5,4,4,120,5,390,0,0,136,2,4.69,4.77,4.88,4.88,4.83,4.24,4.72,true,2,1.16,true,true,false,true,true,true,true,false,false,false,true,false,true,false,true,false,true,false,false,false,true,false,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,false,true,true,false,true,true,true,false,true,true,true,true,true
0.91,1,true,true,Universidad,Centro,40.42269,-3.70378,Entire loft,Entire home/apt,2,1,1,1,79,2,1125,11,71,501,21,4.91,4.92,4.74,4.99,4.98,4.96,4.81,false,1,4.09,true,true,false,true,false,false,true,false,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,false,true,true,true,true,true
1,4,true,true,Valdefuentes,Hortaleza,40.47142,-3.62881,Entire loft,Entire home/apt,2,1,2,2,77,4,1125,4,50,114,4,4.74,4.81,4.95,4.9,4.89,4.33,4.75,true,2,1,true,true,false,true,true,true,true,false,true,false,true,false,true,false,true,true,true,false,false,false,true,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true
0.98,32,true,true,Universidad,Centro,40.42457,-3.70802,Entire serviced apartment,Entire home/apt,4,1,1,2,110,5,1125,3,52,37,5,4.81,4.89,4.78,4.81,4.84,4.78,4.7,true,24,0.36,false,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,false,true,true,false,false,true,true,true,true,true
1,1,true,true,Palacio,Centro,40.41685,-3.70882,Entire rental unit,Entire home/apt,2,1,1,1,91,2,1000,23,80,118,15,4.54,4.73,4.81,4.58,4.75,4.97,4.57,true,1,1.85,false,true,true,true,false,false,false,false,true,false,true,false,true,true,false,false,true,true,false,false,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,false,false,false,true,false,true,true,false,true,false,true,true,true,true,true
0.98,43,true,true,Cortes,Centro,40.41758,-3.69631,Private room in rental unit,Private room,3,1,1,2,76,1,1125,29,89,173,5,4.49,4.53,4.44,4.7,4.67,4.82,4.59,true,23,1.72,false,true,false,true,true,true,true,false,false,true,true,false,true,true,false,false,true,true,false,true,true,false,true,false,false,true,false,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true
0.91,3,true,true,Justicia,Centro,40.42226,-3.69959,Private room in rental unit,Private room,2,1,1,3,50,3,90,21,81,29,4,4.39,4.82,4.14,4.96,4.96,5,4.14,false,4,0.35,false,true,false,true,true,true,true,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false,true,false,true
0.91,3,true,true,Justicia,Centro,40.42226,-3.69959,Private room in rental unit,Private room,2,1,1,1,42,2,90,24,84,64,9,4.6,4.67,4.46,4.87,4.81,4.94,4.65,true,4,0.53,false,true,false,true,true,false,true,true,true,true,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,true,true,true
0.99,6,true,true,Cortes,Centro,40.41414,-3.69419,Entire rental unit,Entire home/apt,4,1,1,2,138,3,1125,8,9,66,13,4.32,4.38,4.54,4.59,4.52,4.92,4.22,true,6,0.92,false,true,false,true,true,true,true,false,true,false,true,false,true,true,false,true,true,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,true,true,true,true
1,1,true,true,Embajadores,Centro,40.40908,-3.69514,Entire rental unit,Entire home/apt,6,1,2,4,75,4,1125,6,38,119,12,4.62,4.76,4.75,4.86,4.88,4.82,4.56,true,1,1.06,true,true,false,true,true,true,false,true,false,false,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true
0.96,1,true,true,Sol,Centro,40.41822,-3.70845,Private room in condominium (condo),Private room,2,1,1,1,170,15,1125,0,8,15,0,4.87,4.87,4.8,4.93,5,4.93,4.87,true,3,0.22,true,true,false,false,true,false,true,false,true,false,false,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,true
1,5,true,true,Delicias,Arganzuela,40.39516,-3.69309,Entire rental unit,Entire home/apt,6,2,4,4,111,2,30,6,66,63,7,4.81,4.81,4.7,4.86,4.92,4.78,4.76,false,5,1.29,true,true,true,true,false,true,false,true,true,true,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0.94,2,true,true,Sol,Centro,40.41593,-3.70602,Private room in rental unit,Private room,2,1.5,1,1,87,2,1125,0,0,105,0,4.93,4.94,4.97,4.96,4.95,4.95,4.9,true,2,0.9,false,true,false,true,false,false,true,false,true,false,true,true,true,false,false,true,true,false,false,true,true,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,true,true,true,true,true,true,true
0.88,1,true,true,Universidad,Centro,40.42838,-3.70345,Entire rental unit,Entire home/apt,4,1,1,2,67,12,1125,2,2,128,4,4.87,4.88,4.97,4.98,4.98,4.8,4.88,false,2,1.09,true,true,false,false,true,true,false,true,true,false,true,false,true,true,false,true,true,false,false,true,true,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,true
1,2,true,true,Cortes,Centro,40.41285,-3.69553,Entire rental unit,Entire home/apt,4,1,1,2,90,3,1125,3,19,165,8,4.86,4.86,4.94,4.88,4.92,4.94,4.86,true,1,1.41,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,false,false,false,true,true,true,false,true,true,false,false,false,true,true,true,true
1,1,true,false,Embajadores,Centro,40.41037,-3.70018,Entire rental unit,Entire home/apt,2,1,1,1,51,30,365,0,37,169,2,4.7,4.72,4.64,4.77,4.79,4.69,4.7,false,1,1.42,false,true,false,false,false,false,true,false,false,true,true,false,true,false,false,false,true,false,true,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,true,true
0.71,2,true,true,Embajadores,Centro,40.41015,-3.69797,Entire rental unit,Entire home/apt,3,1,1,2,81,3,1125,2,62,33,1,4.81,4.94,4.94,4.97,4.91,4.78,4.81,false,2,0.28,false,true,false,true,true,true,false,false,true,false,true,true,true,false,false,true,true,false,false,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0.68,2,true,true,Ciudad Jardín,Chamartín,40.45005,-3.67569,Private room in rental unit,Private room,1,1,1,1,70,2,120,27,87,57,2,4.84,4.86,4.89,4.93,4.91,4.84,4.78,false,1,0.58,false,true,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,true,true,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,true,false,false,true,true,true
0.67,2,true,true,Fuente del Berro,Salamanca,40.42881,-3.66605,Entire rental unit,Entire home/apt,6,2.5,3,3,96,90,360,28,88,43,1,4.41,4.5,4.66,4.5,4.5,4.4,4.4,false,1,0.37,true,true,false,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true,false,true,false,true,false,false,true,true,true,false,true,true,false,true,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,true,false
0.81,3,true,true,Niño Jesús,Retiro,40.40988,-3.67503,Entire rental unit,Entire home/apt,5,1,2,4,100,2,365,3,32,159,4,4.57,4.67,4.62,4.87,4.84,4.75,4.55,false,2,1.35,false,true,false,true,false,false,false,false,true,false,true,false,true,false,false,true,true,false,true,true,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true
0.99,1,true,false,Sol,Centro,40.41676,-3.70682,Private room in rental unit,Private room,2,1.5,1,1,46,2,90,2,60,427,31,4.52,4.54,4.56,4.67,4.77,4.97,4.51,false,1,3.63,false,true,false,true,false,false,false,false,true,true,true,false,false,false,false,true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true
1,1,true,true,Palacio,Centro,40.41944,-3.70945,Entire rental unit,Entire home/apt,3,1,1,2,80,2,1125,2,36,85,7,4.84,4.9,4.66,4.79,4.93,4.98,4.79,true,1,0.73,true,true,true,true,true,true,true,false,true,false,true,false,true,true,false,true,true,false,false,false,false,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0.74,3,true,true,Embajadores,Centro,40.41115,-3.69673,Entire loft,Entire home/apt,2,1,1,1,42,10,1125,0,6,21,2,4.52,4.67,4.52,4.9,4.9,5,4.33,false,3,0.22,false,true,false,true,false,true,true,false,true,false,true,false,true,false,true,true,true,false,true,true,true,false,true,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,false,true,false,false,false,true,true,true,true,true
0.99,43,true,true,Sol,Centro,40.41506,-3.7029,Entire rental unit,Entire home/apt,2,1,1,1,102,3,365,7,51,43,6,4.29,4.38,4.33,4.6,4.48,4.88,4.21,true,45,0.41,false,true,false,true,true,false,false,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true
0.63,2,true,true,Universidad,Centro,40.42771,-3.71029,Entire rental unit,Entire home/apt,3,1,1,2,51,3,90,5,36,240,10,4.7,4.75,4.68,4.88,4.94,4.9,4.72,false,1,2.05,false,true,true,true,true,true,false,false,true,true,true,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0.99,43,true,true,Sol,Centro,40.4149,-3.70331,Entire rental unit,Entire home/apt,4,1,1,1,101,3,365,6,49,152,12,4.54,4.69,4.69,4.74,4.64,4.89,4.58,true,45,1.43,false,true,false,true,false,true,false,false,true,true,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true
0.99,43,true,true,Universidad,Centro,40.42552,-3.70589,Entire rental unit,Entire home/apt,3,1,1,1,95,3,365,9,69,55,7,4.33,4.38,4.53,4.65,4.6,4.8,4.13,true,45,0.66,false,true,false,true,true,false,false,true,true,true,false,false,false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true
0.79,1,true,true,Lista,Salamanca,40.42978,-3.67817,Private room in rental unit,Private room,1,1.5,1,2,25,3,180,1,13,133,9,4.95,4.96,4.87,4.98,4.98,4.93,4.89,false,1,1.13,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,true,false,true,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0,1,true,true,Embajadores,Centro,40.40827,-3.70049,Entire rental unit,Entire home/apt,3,1,1,1,84,2,30,0,22,152,0,4.64,4.7,4.79,4.89,4.89,4.25,4.59,false,1,1.29,true,true,false,true,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,false,true,true,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,true,true,true,true
0.99,3,true,true,Universidad,Centro,40.42738,-3.70635,Entire rental unit,Entire home/apt,2,1,1,1,54,1,1125,4,14,660,12,4.2,4.39,4.39,4.74,4.71,4.78,4.26,true,3,5.7,false,true,false,true,false,true,true,false,true,true,true,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,true,true,true,false,false,false,false,true,false,false,true,false,true,false,false,false,true,true,true
0.86,1,true,true,Justicia,Centro,40.42849,-3.70183,Entire rental unit,Entire home/apt,2,1,1,1,49,3,1125,1,46,298,11,4.85,4.87,4.98,4.92,4.94,4.93,4.85,false,1,2.56,false,true,true,true,false,true,false,false,true,true,true,false,true,true,false,false,true,true,true,false,false,false,false,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,false,true,true,false,false,true,false,true,true,true
0.67,1,true,true,Almagro,Chamberí,40.434551,-3.698387,Other,Private room,1,1.5,1,1,51,1,2,0,8,5,1,5,5,5,5,5,5,5,true,1,0.11,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true
1,1,true,false,Comillas,Carabanchel,40.39032,-3.71382,Other,Private room,1,1,1,1,30,2,1125,4,27,7,0,5,5,5,5,5,4.86,5,false,1,0.13,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,true,true
0.99,43,true,true,Universidad,Centro,40.42548,-3.7042,Entire rental unit,Entire home/apt,4,1,1,1,93,3,365,9,46,32,10,4.47,4.47,4.66,4.81,4.72,4.88,4.38,true,45,0.37,false,true,false,true,true,false,false,false,true,true,false,false,false,false,false,true,true,false,true,true,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true
0.99,43,true,true,Sol,Centro,40.41592,-3.70177,Entire rental unit,Entire home/apt,2,1,1,1,97,3,365,2,50,55,16,4.55,4.53,4.6,4.72,4.76,4.98,4.35,true,45,0.62,false,true,false,true,false,false,false,false,true,true,true,false,true,false,false,true,true,false,true,true,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true
1,1,true,true,Palacio,Centro,40.40869,-3.71073,Entire rental unit,Entire home/apt,6,1,2,4,101,2,1124,2,49,86,24,4.91,4.94,4.95,4.99,4.95,4.89,4.85,true,1,0.74,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true
0.82,1,true,false,Palacio,Centro,40.41419,-3.71113,Entire rental unit,Entire home/apt,4,1,1,1,61,3,1125,4,10,16,5,4.8,4.6,4.93,5,4.87,4.93,4.8,false,1,0.21,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true
