host_acceptance_rate,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_90,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,facebook,reviews,selfie,government_id, Washer, Stove, Fire extinguisher, Dryer, Shampoo, Paid parking off premises, Dishes and silverware, First aid kit, Hot water, Shower gel, Free street parking, Air conditioning, Heating, Toaster, Host greets you, Luggage dropoff allowed, Smoke alarm, Pocket wifi, Dedicated workspace, Drying rack for clothing, Freezer, Room-darkening shades, Microwave, Iron, Wine glasses, Coffee maker, Bed linens, Hangers, Wifi, Essentials, Dining table, Ethernet connection, Lock on bedroom door, Cleaning products, Cooking basics, Cable TV, Bathtub, Refrigerator, Elevator, Paid parking on premises, Breakfast, Oven, Carbon monoxide alarm, Long term stays allowed, Hair dryer, Kitchen
1,108,true,true,Recoletos,Salamanca,40.4279,-3.68446,Entire rental unit,Entire home/apt,2,2,1,1,140,3,1125,0,45,9,4,4.22,4.44,4.22,4.44,4.33,5,4.22,true,110,0.21,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,false,false,true,false,true,true,true
1,108,true,true,El Viso,Chamartín,40.43798,-3.68926,Entire rental unit,Entire home/apt,2,1,1,1,100,3,1125,4,31,5,0,4.6,4.6,5,4,4.6,4.8,4.8,true,110,0.13,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,true,false,true,true,true
1,108,true,true,El Viso,Chamartín,40.43844,-3.68792,Entire rental unit,Entire home/apt,2,1,1,1,100,3,1125,2,45,20,4,4.75,4.8,4.75,4.95,4.75,4.9,4.5,true,110,0.45,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,true,false,true,true,true
0.85,23,true,true,Universidad,Centro,40.42453,-3.70737,Entire rental unit,Entire home/apt,2,1,1,1,64,5,300,8,65,29,6,4.79,4.93,4.83,4.79,4.86,4.9,4.62,false,15,0.63,false,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true
0.41,5,true,true,Trafalgar,Chamberí,40.43304,-3.70184,Entire rental unit,Entire home/apt,5,1,2,2,58,2,1125,0,0,25,1,4.56,4.6,4.08,4.36,4.76,4.8,4.36,false,1,0.55,true,true,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
1,108,true,true,El Viso,Chamartín,40.43982,-3.68814,Entire rental unit,Entire home/apt,2,1,1,1,100,3,1125,6,55,13,0,4.62,4.77,4.92,4.23,4.46,4.77,4.54,true,110,0.29,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true
1,108,true,true,Palacio,Centro,40.42034,-3.70906,Entire rental unit,Entire home/apt,4,2,2,2,167,3,1125,0,50,8,0,4.75,5,5,4.88,4.75,4.63,4.38,true,110,0.18,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,true,true
1,108,true,true,Ibiza,Retiro,40.41856,-3.67799,Entire rental unit,Entire home/apt,6,3,3,4,176,3,1125,2,53,17,4,4.59,4.88,4.82,4.65,4.59,4.82,4.59,true,110,0.41,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true
1,1,true,true,Justicia,Centro,40.42468,-3.69572,Entire rental unit,Entire home/apt,4,1,1,1,90,1,1125,5,23,80,10,4.71,4.85,4.69,4.85,4.81,4.98,4.66,true,1,1.75,false,false,true,true,false,true,false,true,true,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
1,108,true,true,Ibiza,Retiro,40.42049,-3.67781,Entire rental unit,Entire home/apt,4,2,2,2,123,3,1125,3,43,20,8,4.6,4.9,4.9,4.9,4.9,4.95,4.45,true,110,0.47,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true
0.93,1,true,true,Universidad,Centro,40.4222,-3.70189,Entire rental unit,Entire home/apt,4,1,1,2,125,2,1125,7,67,71,7,4.72,4.85,4.92,4.83,4.9,4.97,4.7,true,1,1.59,false,false,false,false,true,true,true,false,true,false,true,false,true,true,false,true,true,false,true,false,false,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
1,46,true,true,Argüelles,Moncloa - Aravaca,40.42528,-3.71363,Entire rental unit,Entire home/apt,6,2,2,3,150,1,1125,21,81,60,26,4.83,5,5,5,4.78,4.89,4.78,true,10,1.34,false,true,false,true,true,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false
1,46,true,true,Argüelles,Moncloa - Aravaca,40.42504,-3.71383,Entire rental unit,Entire home/apt,4,2,2,3,167,1,1125,8,61,28,11,4.93,4.96,4.82,4.86,4.96,4.96,4.82,true,10,0.62,false,true,false,true,false,true,true,true,true,true,true,false,true,true,false,true,true,false,false,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
1,4,true,true,Sol,Centro,40.41787,-3.70138,Entire rental unit,Entire home/apt,4,1,1,2,56,2,120,0,36,54,0,4.79,4.7,4.83,4.91,4.91,4.96,4.72,false,3,1.18,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,false,true,true,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,true,true
1,1,true,true,Palacio,Centro,40.42165,-3.71128,Entire condominium (condo),Entire home/apt,4,2,2,2,146,1,1125,5,65,79,10,4.66,4.87,4.77,4.87,4.89,4.9,4.66,false,1,1.73,false,false,true,true,false,true,false,false,true,true,true,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,false,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
0.98,6,true,true,Lista,Salamanca,40.42889,-3.67849,Entire rental unit,Entire home/apt,4,1,1,1,97,1,1125,7,59,53,6,4.47,4.64,4.55,4.87,4.79,4.92,4.36,false,6,1.16,false,true,true,true,false,true,false,false,true,false,true,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
1,1,true,true,Justicia,Centro,40.42221,-3.69537,Entire rental unit,Entire home/apt,6,2,2,5,184,1,1125,0,58,84,20,4.8,4.93,4.75,4.89,4.85,4.95,4.74,true,1,1.85,false,false,true,true,true,false,false,true,true,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,true,false,false,true,false,true,true,true
1,4,true,true,Sol,Centro,40.41607,-3.70312,Entire rental unit,Entire home/apt,4,1,1,2,50,2,90,0,0,31,0,4.74,4.84,4.68,4.97,4.94,4.94,4.77,false,3,0.7,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true
0.99,1,true,true,Delicias,Arganzuela,40.392,-3.69474,Entire rental unit,Entire home/apt,3,1,1,2,60,5,1000,7,67,77,8,4.81,4.84,4.87,4.94,4.95,4.75,4.65,true,4,1.69,false,false,true,true,true,false,true,false,true,true,true,false,true,false,false,true,true,false,false,false,true,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
0.29,6,true,true,Embajadores,Centro,40.40908,-3.7053,Entire rental unit,Entire home/apt,2,1,1,2,69,3,1124,0,0,25,0,4.56,4.8,4.64,4.84,4.84,4.64,4.44,false,7,0.55,false,true,true,true,false,true,false,false,true,false,true,true,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true
0.75,2,true,true,Universidad,Centro,40.42389,-3.70824,Private room in rental unit,Private room,2,1,1,1,41,2,7,12,28,48,1,4.83,4.74,4.6,4.77,4.74,4.94,4.77,false,2,1.08,false,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,true,false,true,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,false,false,false,false,false,true,true,true,false,false,false,true,true
1,1,true,true,Embajadores,Centro,40.41242,-3.70245,Entire rental unit,Entire home/apt,6,1,2,4,128,1,1125,3,41,18,10,4.72,4.94,4.94,4.94,4.89,4.89,4.78,true,1,0.42,false,false,false,false,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,false,false,false,false,true,true,true,true
1,1,true,true,Adelfas,Retiro,40.39461,-3.67307,Entire rental unit,Entire home/apt,5,1,3,4,95,3,1125,15,75,66,2,4.43,4.68,4.6,4.57,4.66,4.42,4.58,true,5,1.45,false,false,true,true,false,false,false,false,false,false,true,false,true,false,true,true,true,true,false,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,false,true,false,true,true,true,false,true,false,false,false,false,false,true,true,true
1,1,true,false,Embajadores,Centro,40.40893,-3.69774,Entire rental unit,Entire home/apt,4,1,1,2,67,1,1125,3,27,5,3,4,4.4,4.4,5,5,4.6,4.2,true,1,0.11,false,false,false,false,true,true,true,false,true,false,true,false,true,true,false,true,true,false,true,false,false,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,true,false,false,false,true,true,true
0.42,3,true,false,San Andrés,Villaverde,40.34859,-3.70935,Private room in rental unit,Private room,1,1,1,1,15,1,1125,8,25,11,4,4.64,4.55,4.36,4.64,4.55,4.55,4.82,false,3,0.27,true,true,false,true,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,true
0.99,65,true,true,Palacio,Centro,40.40962,-3.71246,Entire rental unit,Entire home/apt,4,1,1,1,67,1,1125,0,31,1,0,5,5,5,5,5,5,5,true,62,0.03,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true
1,5,true,true,Recoletos,Salamanca,40.42429,-3.6821,Entire rental unit,Entire home/apt,2,1,1,1,104,3,1000,14,52,49,11,4.84,4.96,4.86,4.94,4.94,4.96,4.86,true,4,1.1,false,true,true,true,false,true,false,false,false,false,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,true,false,true,false,true,true,true
1,1,true,true,Palacio,Centro,40.41858,-3.71195,Entire rental unit,Entire home/apt,4,2.5,2,3,105,1,1124,6,66,81,21,4.83,4.78,4.73,4.9,4.93,5,4.67,true,1,1.81,false,false,true,true,false,false,true,false,true,false,true,true,true,true,false,true,true,false,true,false,true,false,true,true,false,true,false,true,false,true,true,true,true,true,false,false,false,true,true,false,true,false,true,true,false,true,true,true,true,true
1,3,true,true,Palacio,Centro,40.41092,-3.70936,Entire rental unit,Entire home/apt,4,1,1,2,98,1,1125,25,78,179,35,4.67,4.77,4.7,4.88,4.91,4.93,4.68,true,2,3.92,false,false,false,true,false,true,true,false,true,true,true,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,true,true,true,true,true,false,false,false,true,true,false,false,true,true,false,false,true,false,true,true,true
0.72,1,true,true,Valdezarza,Moncloa - Aravaca,40.46466,-3.71148,Private room in rental unit,Private room,2,1,1,2,43,1,30,14,19,70,10,4.64,4.79,4.66,4.83,4.9,4.5,4.59,false,1,1.54,false,false,true,true,true,false,false,false,true,false,true,false,true,true,true,false,true,false,true,true,false,true,false,false,false,true,true,true,false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false
0.75,2,true,true,Guindalera,Salamanca,40.43578,-3.67394,Entire rental unit,Entire home/apt,6,2,2,4,134,2,1125,0,0,30,0,4.87,4.87,4.93,4.97,4.97,4.87,4.73,false,2,0.7,false,false,false,true,true,true,true,false,true,false,true,true,true,true,false,true,true,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,true,false,true,true,true,true,true
1,1,true,false,Embajadores,Centro,40.41347,-3.70594,Entire rental unit,Entire home/apt,2,1,1,1,133,1,1125,0,57,21,2,4.62,5,5,4.6,5,5,5,true,1,0.53,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false
1,1,true,false,Palacio,Centro,40.41362,-3.71136,Entire rental unit,Entire home/apt,3,2,2,2,124,1,1125,4,50,4,2,5,5,5,5,5,4.75,4.75,true,1,0.1,false,false,false,false,true,true,false,true,true,false,true,false,true,true,false,true,true,false,true,false,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,false,true,true,false,false,true,false,true,true,true
0.98,7,true,true,Justicia,Centro,40.419655,-3.698476,Private room in rental unit,Private room,1,1.5,1,1,42,2,10,6,40,179,38,4.73,4.82,4.86,4.85,4.8,4.92,4.74,true,7,3.92,false,true,false,true,false,true,true,false,true,true,true,true,true,false,false,true,true,false,false,false,false,true,true,false,false,false,true,true,false,true,true,true,true,true,false,true,false,false,true,false,false,true,true,true,false,true,false,false,true,true
0.5,2,true,true,San Diego,Puente de Vallecas,40.38155,-3.66688,Private room in rental unit,Private room,1,1,1,1,32,2,1125,15,75,41,1,4.7,4.71,4.95,4.85,4.78,4.24,4.51,true,2,0.9,true,true,false,true,true,true,false,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
0.97,14,true,true,Castellana,Salamanca,40.43583,-3.68202,Entire loft,Entire home/apt,2,1,1,1,102,1,1125,0,0,65,1,4.86,4.91,4.84,4.89,4.93,4.91,4.76,true,10,1.43,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false
1,3,true,true,Palacio,Centro,40.40903,-3.71118,Entire rental unit,Entire home/apt,10,2,3,6,202,2,31,9,24,140,11,4.44,4.5,4.52,4.76,4.84,4.81,4.55,true,3,3.08,false,true,true,true,true,true,false,false,true,true,true,false,true,false,true,true,true,false,false,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,true,true
0.87,7,true,true,Palos de Moguer,Arganzuela,40.40301,-3.69502,Entire rental unit,Entire home/apt,3,1,1,3,71,1,3,10,70,332,107,4.68,4.79,4.78,4.85,4.77,4.9,4.64,false,11,7.37,false,true,true,true,false,true,true,false,true,true,true,true,true,false,false,true,true,true,false,false,true,true,true,false,false,false,true,false,true,true,true,true,true,true,false,false,false,false,true,true,false,true,true,true,false,false,true,false,true,true
0.87,7,true,true,Palos de Moguer,Arganzuela,40.40405,-3.69344,Entire rental unit,Entire home/apt,3,1,1,3,74,1,3,13,73,296,117,4.8,4.86,4.81,4.87,4.81,4.88,4.77,false,11,6.52,false,true,true,true,false,true,true,false,true,true,true,true,true,false,false,true,true,false,false,false,true,true,true,false,false,false,true,false,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,false,true,false,true,true
0.87,7,true,true,Palos de Moguer,Arganzuela,40.4034,-3.69532,Entire rental unit,Entire home/apt,3,1,1,3,69,1,3,15,74,312,112,4.61,4.75,4.77,4.84,4.81,4.83,4.63,false,11,6.86,false,true,true,true,false,true,true,false,true,true,true,true,true,false,false,true,true,false,false,false,true,true,true,false,false,false,true,false,false,true,true,true,true,true,false,true,false,false,true,false,false,true,true,true,false,false,true,false,true,true
0.78,6,true,true,Palos de Moguer,Arganzuela,40.40523,-3.69154,Private room in rental unit,Private room,2,1,1,1,45,4,1123,0,0,72,18,4.51,4.73,4.52,4.82,4.82,4.93,4.61,false,8,1.59,false,false,false,true,false,true,false,false,true,true,true,false,true,true,false,false,true,false,true,false,false,true,true,false,false,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true
0.96,29,true,true,Embajadores,Centro,40.40783,-3.70903,Entire rental unit,Entire home/apt,2,1,1,1,66,3,125,0,51,60,4,4.97,5,4.88,4.97,5,4.9,4.92,false,25,1.34,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,true,false,false,true,true,true,true,true
0.96,1,true,true,Opañel,Carabanchel,40.39365,-3.72224,Entire rental unit,Entire home/apt,4,2,2,4,81,2,1125,8,8,167,31,4.81,4.81,4.78,4.92,4.96,4.59,4.69,false,1,3.77,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,false,true,true,false,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,true,false,true,true,true
1,5,true,true,Castellana,Salamanca,40.43681,-3.68542,Entire rental unit,Entire home/apt,5,1,3,4,113,30,1120,17,77,25,3,4.92,4.88,4.6,4.76,4.92,5,4.72,false,4,0.57,false,true,true,true,false,true,false,true,true,false,true,false,true,false,false,true,true,false,true,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true
0.87,7,true,true,Embajadores,Centro,40.41062,-3.70575,Entire rental unit,Entire home/apt,6,1,3,5,64,2,1125,0,0,86,0,4.62,4.81,4.47,4.79,4.84,4.78,4.57,true,6,1.89,false,true,false,true,true,true,false,true,true,true,true,false,true,false,false,false,true,false,true,false,false,true,true,false,false,false,true,false,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true
1,1,true,true,Embajadores,Centro,40.41237,-3.70185,Entire rental unit,Entire home/apt,4,1,2,2,111,1,1125,0,0,21,1,4.86,4.95,4.81,4.86,4.95,4.95,4.81,true,1,0.47,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,true
0.96,4,true,true,Imperial,Arganzuela,40.41378,-3.71878,Entire rental unit,Entire home/apt,2,1,1,1,63,1,1125,0,0,12,0,5,4.92,4.75,5,4.92,4.83,4.92,false,7,0.27,false,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,true
0.93,4,true,true,Palacio,Centro,40.41042,-3.71323,Entire rental unit,Entire home/apt,9,3.5,3,5,116,1,1125,22,46,80,8,4.62,4.72,4.78,4.86,4.71,4.99,4.72,true,3,1.76,false,true,false,true,true,true,true,false,true,true,true,true,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,true,false,false,true,true,true
1,1,true,true,Imperial,Arganzuela,40.41219,-3.72061,Entire rental unit,Entire home/apt,4,1,1,2,88,3,1125,12,72,43,15,4.88,4.93,4.86,4.84,4.88,4.79,4.79,true,1,0.95,false,true,true,true,true,true,false,true,true,false,true,false,true,false,true,true,true,false,false,false,true,true,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,true,true,true,true
0.99,7,true,true,Universidad,Centro,40.42223,-3.70589,Entire loft,Entire home/apt,4,1,1,2,79,1,60,10,61,158,19,4.83,4.88,4.74,4.86,4.88,4.97,4.73,false,4,3.51,false,true,false,true,true,true,false,false,true,true,true,true,true,false,false,true,true,false,false,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,false,true,false,true,false,true,true,true
0.99,6,true,true,Rios Rosas,Chamberí,40.43989,-3.6986,Entire rental unit,Entire home/apt,4,1,2,3,79,1,1125,9,39,172,21,4.78,4.86,4.75,4.9,4.92,4.91,4.69,true,6,3.81,false,true,false,true,false,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,true,true,true,false,true,true,true
1,73,true,true,Palacio,Centro,40.40963,-3.70993,Entire rental unit,Entire home/apt,4,1,1,2,89,2,1125,13,73,132,20,4.74,4.87,4.8,4.74,4.84,4.87,4.71,true,66,2.92,false,true,true,true,false,true,true,false,true,true,true,false,true,true,false,true,true,false,false,false,true,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,true,true,true,true
1,47,true,true,Pacífico,Retiro,40.40715,-3.67744,Entire condominium (condo),Entire home/apt,2,1,1,1,69,6,1125,0,0,47,7,4.66,4.83,4.72,4.81,4.77,4.77,4.57,true,2,1.06,false,true,false,true,false,true,false,false,true,false,true,true,true,false,false,true,true,false,true,false,false,false,true,false,true,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
1,3,true,true,Embajadores,Centro,40.40939,-3.69958,Entire rental unit,Entire home/apt,4,1,2,2,71,4,1125,11,11,49,6,4.9,4.84,4.84,4.88,4.9,4.78,4.71,true,2,1.09,false,true,true,true,false,true,true,false,true,false,true,true,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,true,false,false,true,false,false,true,true,true,false,false,false,true,true,true
1,5,true,true,Simancas,San Blas - Canillejas,40.43182,-3.6236,Entire rental unit,Entire home/apt,6,1.5,3,4,59,4,28,13,63,29,4,4.69,4.73,4.65,4.73,4.81,4.23,4.46,true,2,0.66,true,true,false,false,false,true,false,false,true,false,true,false,true,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0.91,5,true,true,Berruguete,Tetuán,40.45596,-3.70341,Entire rental unit,Entire home/apt,2,1,1,1,50,7,30,4,50,13,6,4.62,4.69,4.69,4.54,4.62,4.46,4.62,false,1,0.34,true,true,true,true,true,true,false,true,true,false,true,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,true,false,false,true,false,true,true,true
0.99,95,true,true,Embajadores,Centro,40.40989,-3.70543,Entire rental unit,Entire home/apt,6,2,2,3,150,1,1125,7,66,71,15,4.77,4.83,4.77,4.82,4.83,4.87,4.72,true,85,1.58,false,true,false,true,true,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,true,true,false,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
0.97,2,true,true,Embajadores,Centro,40.4113,-3.70571,Entire rental unit,Entire home/apt,4,1,2,2,77,3,35,0,0,142,30,4.96,4.98,4.99,4.99,4.99,4.94,4.96,false,2,3.44,false,false,true,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,true,true,false,false,true,true,false,false,true,true,true,true,true
0.97,14,true,true,Recoletos,Salamanca,40.42419,-3.69067,Entire rental unit,Entire home/apt,4,1,1,2,98,2,1000,0,44,61,1,4.72,4.91,4.89,4.94,4.94,4.94,4.8,true,10,1.36,false,true,false,true,true,false,true,true,false,true,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false
0.99,8,true,true,Almenara,Tetuán,40.47191,-3.69079,Entire loft,Entire home/apt,5,1,3,4,70,2,1125,7,63,139,26,4.59,4.68,4.52,4.76,4.83,4.55,4.45,true,4,3.08,true,true,false,true,false,true,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,false,true,false,true,false,true,true,true
1,4,true,true,Goya,Salamanca,40.42753,-3.66946,Entire rental unit,Entire home/apt,4,1,2,4,120,2,1125,0,51,13,0,4.67,4.78,5,5,4.67,4.89,4.67,true,4,0.29,false,true,true,true,true,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,true
0.09,36,true,true,Opañel,Carabanchel,40.3904,-3.71871,Entire condominium (condo),Entire home/apt,6,2,2,3,138,1,1125,25,85,11,0,4.45,4.64,4.36,4.73,4.45,4.64,4.27,false,32,0.24,false,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,false,false,true,true,true,false,true,true,true,true,true,false,true,false,false,true,false,false,true,true,true,false,true,false,true,true,true
0.87,5,true,true,Palacio,Centro,40.41271,-3.71087,Entire rental unit,Entire home/apt,4,1,1,3,5750,3,1125,0,0,49,4,4.86,4.98,4.94,4.92,4.92,4.96,4.83,true,5,1.11,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true
1,1,true,true,Sol,Centro,40.41733,-3.70221,Entire rental unit,Entire home/apt,4,1,1,1,66,1,5,8,50,131,0,4.72,4.85,4.92,4.91,4.86,4.89,4.69,true,3,2.9,false,true,true,true,false,false,false,false,false,true,true,true,false,true,false,true,true,false,false,true,false,false,true,false,false,false,true,false,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,true
1,1,true,true,Nueva España,Chamartín,40.45936,-3.68618,Entire rental unit,Entire home/apt,6,1,2,4,139,2,1125,11,71,43,14,4.67,4.79,4.7,4.98,4.91,4.88,4.58,true,1,0.96,true,true,false,true,true,true,false,true,true,false,true,false,true,false,false,true,true,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,true,true,true,false,false,true,true,true,true
